contact_id,card_number,pin,CVV
e59471c4-05e5-49aa-a5ee-f7d26fe6700b,527066 282495 2807,3956,232
db0774a7-9374-4f9a-938e-a23317459eeb,4024007157247,3258,656
7cdfcfe9-fbb9-4e5a-ade7-d89cfccdd583,4739 7123 5077 0418,5772,633
40d6dd6d-ddb0-43a6-aa1b-0f1a6b098dc7,3453 903229 91588,6118,381
1cf8222e-0796-4b46-9500-5208118da67c,345413289506924,5229,207
ad2297a4-d576-4e46-8723-db7ed4b25a1c,5182 2447 9132 8076,5251,809
9cd08f30-8cf6-451e-adfa-a494df3aef84,340643262159912,8346,444
0a38de65-c4c9-4fe4-a33c-a0518456a4ee,4539729291880041,6676,833
6c847924-2ddb-447f-909a-09dd71cd712f,453993 751630 5302,5117,469
c19c79b6-6f51-4220-9d93-928d5a899cb3,5245 4282 4424 0617,8027,980
1b51ddc4-5d2c-4f71-bb39-c38ca0c6cf76,5306880734491421,8320,970
3d1c7bee-f6b0-4e50-b233-18700223a63d,455 61514 75386 232,4144,794
1a751864-79a7-4162-93fd-31c00900a755,542603 429745 7933,6726,750
9a6432bc-8246-4f3a-9bf7-27ba229417c5,4532781667587,4580,829
953c9fec-131d-47ae-b806-7bafc8b1662b,526445 453856 0292,8816,426
2ab760db-98a2-4a74-ab3d-d22a4b9112a5,4539643093502408,8988,966
8b4e0c9f-158d-404b-bbde-45bb5c1ccb0d,5226 4625 3280 6873,1565,915
a16f7248-3482-4006-a9ff-7e53c4766ce2,3762 907345 29269,2019,913
f7657344-e2a7-4a7d-ab90-d8c5b648d199,348141808684636,7507,193
ad462ae2-c7d7-451b-97a2-15521023916c,5274 3604 3057 5965,2471,692
6115a2a0-eeb8-4dff-be16-2560f8c1311f,4923281545557,4346,440
f48a50c6-dd81-4514-a402-71e774a21c57,4716887337036955,4667,931
87826dab-a20a-48da-a72d-b92dfa7fe4d3,524 47828 05159 397,1605,830
0c02c033-0e7f-4160-a575-ba71f83e8f90,5339589476876399,8616,243
f49e56cd-ee8a-4409-b469-3c118dfc90a0,5561 9197 3796 4594,9773,565
5d3ab715-ff3d-4441-9bcf-aa4debc135f6,4485233000230,8639,718
7413d3fa-19ad-4d03-b423-17263d2f70c9,4485356793009,5957,496
189587f1-54e9-4a82-90a8-9378a01d440f,4556374791587,5824,497
0f0d8817-7fe6-44a3-9896-6c770756e8f5,531700 2560696075,4843,210
fefef804-2834-4260-b852-017d9c5872cf,349439835967472,2710,113
488ac626-de4b-4a42-a6ad-1fffc29f29fd,4024007115914,5373,613
ab7d0646-2cf7-4492-8d43-7ea8ca2597cc,516862 9267568965,7729,687
85763026-0d83-4574-b841-08780adb0331,5263592897737349,6340,973
f9efd704-9501-4567-8f14-ad7a34de3148,4929763964182,9699,880
732d568a-ee6a-43dc-ab11-5a6da1d0c56c,3740 893792 36038,4134,313
da3a22f1-c299-4289-96fc-8ac485248f17,554975 092459 3244,6464,561
53577544-5805-4483-b97c-21500634c08e,527015 273519 8112,7722,423
7cc8f6e0-3725-4ff6-8365-e1b63df3321c,5207065871868231,5579,490
0f670f13-9220-43a7-8b4a-2e29e962a567,344649418208541,2406,553
a38a63a7-296c-4c2e-a36b-0284133ccd68,3766 562389 02634,9166,254
addbd8f1-ffd6-43e5-8888-2e15a0326f9c,5501625855689045,6622,808
788d37a1-2da6-4eca-9d41-3651e6461d24,3736 314320 01023,2978,497
17639b29-37e3-4bb5-86ed-5c9e85d676a0,535 79859 56680 797,8792,858
ea04d340-f714-4c18-afe7-177c3c197798,4485063297249280,5686,646
1c4b781e-3c7d-4df4-92af-eef2f2aace7e,340560377959871,4251,807
b906e3e0-fa2d-4dd8-b9be-2c230705fe59,4497821404476385,7459,413
c01e0c6d-6a23-4311-b2b4-93b9e97dab9e,372227476173215,3398,423
f9eadc15-2853-4ddb-9704-bf51fb679214,4716 858 63 5912,8594,901
6b7c37ea-63a3-41fe-8cfc-d6ad14abfba3,548 85223 62969 597,4300,912
df33c7a1-0455-441f-8982-6837c8a8adc7,349184852755513,1990,334
0d57cb3a-c736-4b62-a995-31446b9778bc,3759 589247 51999,1877,246
6f29b51d-71b5-4c6e-b188-e55ab56d4bef,527 10498 23373 160,7912,673
efbd8051-f81b-46c0-b231-309abe8474d2,378163771947264,8251,361
c030d983-48b3-4b4a-b819-5893c682dfbe,523911 476628 5341,8549,989
6a1dff44-a0aa-429f-b973-2c679536e4a1,4916564063280,8767,963
607a636c-b5ed-4625-af1f-2d0c33600b4b,3705 827819 92242,4694,922
ee827b5e-a52f-4240-8a66-59e09048f570,5189 0906 0572 0344,8913,825
693cc5ca-7608-44e3-a05f-0355d4a64268,4532 1744 7571 0366,1782,543
73c81b76-91d4-4935-894c-53b4edda0864,347936056296079,3499,169
21012fa9-f7ae-4740-9929-5e78e4c03f41,448 57060 68135 977,8388,771
9b14a88b-5822-45ae-aa5d-c4e9849f9f1e,3736 140665 88598,3815,424
761dc9e6-a0ba-4e67-9ec4-860a5772b605,4716151878797958,2502,724
fa3f57e3-3c09-4bd6-bb77-349d27d67870,402400 715269 3551,2279,299
bac7a4ba-8a13-461c-bfcd-98f738f91973,402400 7199027102,9773,273
32e0c8c2-4320-4b76-bd55-54f9f6cf34ab,448507 0761754109,9236,348
00b04c9b-b8fd-4a0e-89e7-7ada002ce9a3,3450 125792 29419,2265,405
ae47d76b-f83e-466e-9e69-6b53181a22b4,524430 147750 6262,4990,691
5a690772-3b3f-4d1c-ac49-971be027f221,3754 696302 48692,7216,750
07a54786-272b-4475-9edc-2e04520c95c5,5457 3336 1536 6251,5121,332
520fd3c5-0e2b-4efc-83b4-b22f3ea766a6,5398364422075738,5606,384
c5dd1901-495e-4f9c-82bf-044289a6f8cc,4929782873604,1892,315
97237b32-78ae-47b6-8257-88b2b2d86d99,3774 658606 75651,9538,475
1f29fe64-a077-412e-bf88-c32905f1b197,4916688323164,6521,741
aa0bf607-abfe-429a-b6f3-5d50bcccf946,342088086632769,2333,845
07578e3b-198d-4e56-93a2-be33bea84d37,4539716960215443,4280,541
3623aeec-1846-4112-b4f4-d484c64c884b,547 22867 10537 922,5074,235
d70c71cf-d75f-4432-94ff-4080aad089ed,3481 183057 21095,7043,133
85843149-0e4a-4630-8281-60ac6adaba8f,471633 3989566205,9035,503
fd08a6da-094a-4761-a58b-f43b6a0d5bc8,3418 831311 23256,2365,986
465d6829-d1ee-41dc-8346-37dbc184147b,453934 558127 8216,2879,572
b9180cd8-7695-4a7a-b967-6ce091c1d838,541937 370214 1479,1261,482
14e7c3a8-9609-4785-b982-8202177a129a,4532575870674090,3001,959
759f019c-4b75-4a32-a22e-0edd24f1b318,5561 1428 0002 3988,6675,583
b16ddd63-4a59-48e1-a31a-5cb6758fb184,5155 3552 9584 6307,3789,629
13aa70ed-18ce-4698-9439-f3874dcb7d8c,3417 315194 26710,7931,963
701add60-3379-4cd0-bc20-35abe78b78ba,5561737650733915,3680,433
dc3c62a8-82a0-45eb-bb78-969ba51c6c3c,559033 7875943541,5766,111
bbdc6e85-fcb3-4d35-bea9-c2c2b9c92830,540 55492 64301 314,7819,805
42b792fd-a5a0-4ce4-a1e4-a1e0e755ca7a,4929 390 40 7423,3586,843
b1f2b0b1-e939-4fb5-aa4e-5f981e1a19bb,348671640643655,1698,861
b0a76c03-0d73-4e4c-b0c0-40a793625c45,510 77298 02476 148,7758,920
0db7c1b4-26a5-489a-b91b-b2b064953912,3773 069264 29602,9351,120
18f7e524-a6c4-449b-a83e-83fc5408146e,3476 534044 66094,3229,758
cdce2b67-4725-42db-a839-ddf6c0a72091,5507 7504 7126 8133,6863,366
24fced80-8fc0-4388-a8ab-22cb7d93c9af,548243 1500407377,3831,140
34b9ff27-35d0-4a1b-9f43-786615c825d1,3764 845648 94303,3955,112
42d8dfa8-59a4-4062-9a75-622b990aaf1b,378441579084286,8485,129
1d70dfb5-6c6a-4520-a799-24d12d4af6a4,4916565723012529,6667,625
c074da89-4ca5-45b0-8e19-91a22ecc0ad2,343576171595718,4638,773
4a7c4d2f-f708-4b74-8303-011f97abade3,346578905588644,8747,800
6751673d-e73f-4efa-8f69-5592e1e7dd49,4929816519934,7705,670
526ea4c6-3d96-4dd9-881d-a4a921896ec6,3484 150627 34307,2466,755
b31d4f4b-6b9a-4c7d-ac17-0c0aa74aaaf2,5357662172693041,2633,150
11ce0afd-00a6-476e-b131-c7fbb6b6441d,5207974954331001,3695,833
6c59354b-05e9-4dbb-8854-dcd7204a0fa3,4916817788758,9341,847
5820a39d-6879-4879-b72d-d821e4c0add0,555 44599 38273 098,4143,336
1c978d3b-8e60-4059-9623-53d67019a983,3742 440071 17601,1492,291
c932d846-dc91-425b-89e4-c8a23e935cab,518836 3236999822,7788,455
19054f0d-873d-4b3e-8898-52c09107121d,4915577355898662,7632,697
57a3c57d-f9f6-4cec-a977-e4ec6ad9b29b,5491 7103 6652 2539,2096,978
d1bbfbeb-b0c0-4f76-9d95-00ac696310a6,3777 307878 00116,9182,618
b519db47-a487-4b92-9059-845d47b183a8,532771 9657859856,9053,602
70c2e6f3-50c2-4619-ad43-d12f16ca448a,3469 844794 37533,6706,324
879632c1-8f04-4511-a46f-089fe2d0ea27,4485920279584,9731,508
787e9600-f816-4ef9-b978-830cb0ba9e74,372335532465259,9803,163
62fd0ad2-f449-4ec1-905e-8e5d41a3908e,349048037458436,7099,168
dee52f02-0197-4584-bce2-8c22ff9192bb,3414 114079 30665,6526,445
a145c743-8d61-4821-869b-dcb6f7152c63,3737 875049 74792,6011,986
473eaedc-3da8-4c9f-950d-9c6d448af77d,4024 0071 3931 7993,6840,490
81b071c3-f09f-4efa-a3c8-d60ea8096ed7,3777 470952 88792,9605,505
658b12b3-e456-48e4-b2a1-f72fb3243ab1,4485106016800,2078,556
d2fc8a95-e42f-45ca-9788-6ac94eb8f94c,377192899845333,1179,526
9f0b15ef-3179-48a2-9433-2b765ca56c53,4024007191701159,3816,244
b1b87779-996f-40cf-b685-67b4af94bea2,4532950353092,1992,362
dc49baa9-c3e6-4424-b433-e4a6e8b3e7a0,5142843705399997,7620,568
8a53c120-b37b-46e9-ab2a-14bbee6b6de3,3713 648821 03386,7542,562
192302eb-693e-4158-9cc6-8a92c062cd36,542982 3660490688,7008,742
47273fb0-b48a-4845-9e90-5f0425c25b4d,4929717793950,1411,333
72eaf0e7-10d5-408a-95d2-f27e591e7218,371077405501031,9015,860
aa947cf8-392e-48a5-989a-05f8874433b3,4539598634403,4463,903
e7269b0d-2850-4872-8a15-736c2e4806a3,5560641912401256,6020,997
231c558f-e128-4b9a-a607-8823b8ff9b73,5474 3918 7763 4823,2681,372
3c58dbea-7a36-4095-a476-23179c621deb,343101666023553,7401,646
d6bccc2f-6085-4895-9d00-21614aef3fe9,3710 359200 31389,7850,798
3b35d4fa-e22e-44f7-b121-5e8d0f153746,3763 059122 80038,8832,455
a3fab974-610e-4d60-887d-08e95b08bd9d,4929278332503,1883,841
56007fc7-16df-4b3e-949f-ebcd82b4b397,520445 761114 3483,4442,823
5d110166-686c-4ae4-8915-9fdf6f23b248,556839 287618 1367,7717,282
ac9c2afc-a744-4cc5-a718-df270d094d98,3744 364159 09617,7633,553
3e1bb49f-0004-47a6-9223-96f501c8bbf5,3438 440244 62787,9061,553
acbc1a45-4269-421d-85fb-7486d1ee9b2f,559023 954070 9895,4873,140
957060f8-e901-4cef-928c-46815795c017,377485107590885,6583,512
1dd6c722-1726-4f45-b9dd-27602f7a38f7,379785205800286,1337,676
6745d081-cba7-45c4-847e-f804a21273c3,348208058707605,3134,509
3f5c662f-b494-414b-a015-62cea9ec6d1d,5591491826316569,8011,374
29d9f90e-6499-434c-8e16-d7fee57752e0,378374785577506,9716,569
13d33415-ed73-4f10-832a-766c2f478ba1,374696742535209,8022,570
2a136dfb-6dea-4e08-8555-8b70fe23891d,513586 404661 9462,3739,320
1f0f5153-bf6c-41ef-ba80-396066091681,4916359662288,8138,831
203d2cad-2494-4b7b-ab50-c342057438d7,378497921492361,8326,224
e67283c5-3beb-4b8d-bcdd-a2ba1d3e4adb,379978291734994,8697,590
22433c7e-ea71-496f-a3d8-6d099f18d891,4024007185461,8052,807
a756436e-08b7-45ec-a6a4-764821da9a41,371413848977837,2681,333
bba66694-15ed-407f-a1d2-6190c56b43d9,4485946191092980,3713,859
e82529dc-2e0a-46ca-9438-f71533bebe9b,3462 787296 02644,7827,875
f7b08972-fabe-4d3a-ba80-a0a059975709,4024007110550,8537,331
320df645-7037-434e-a2d8-e08266d18067,558774 381453 1690,1485,855
63728146-1de8-4e07-b5ae-5372673a67bb,375827192304049,8550,392
23282578-afb4-48d9-a1a7-7908f9bfd533,471 61457 61366 038,1270,216
5acef2d8-35a4-4855-be05-d426e2922e51,4556908946162926,5412,193
4dd9af47-765a-4221-849d-1a7428b74ffc,3409 583512 60656,8646,889
bcfaed87-5f3a-452b-8d33-b071551239b7,5509 8083 5656 4832,7869,335
ffdf7431-69ae-4866-85c3-3baf821342d3,557216 589885 5430,6681,998
a2821f6b-9cd2-4c98-8eb7-ad57f35f56ee,3449 006306 71564,6078,393
515a0051-2579-497b-bbb7-838228b0e075,5382966480597508,9346,385
547dab59-8dd1-428a-a881-5a77b50b05e5,3480 860393 49816,4897,747
15c78959-8460-4567-b2b6-ab0cb77dd900,5569961251226150,8776,424
8f536640-c9fd-43de-9374-7d40411009b9,345164082806157,6840,640
fc3417b5-aca2-4330-9e23-5b2f255a45b3,5247 5340 4050 2395,9241,158
e878cbd2-c4ef-4212-bf4a-48e688788f2f,4916250660365,8607,176
3aebfc6b-7aac-4be2-b509-33c3b0739113,375695240237663,1461,147
2ce81d9e-2bc4-4a7e-ba4a-2c0e75c8bb9c,370593949906271,7581,589
5bf5e986-8071-4e0f-8896-e0fa2d3888d5,545013 778825 9145,3575,608
6d9dd486-679b-4dee-a453-546bac380e42,3792 878323 46551,8457,434
e872f81f-2238-466f-a102-4bbe657b34b2,3467 226521 48273,9794,744
e196ecc6-d183-40d1-8ee3-6eff3e328034,4916783213641,1214,922
bc3fb088-4b2b-46a6-882d-1445bc595189,372301679064610,5873,610
5e05e1de-c7b2-447f-b7f7-c40a1c93f59d,3796 187893 32527,9944,817
bcacc1c1-5a2b-4b02-ba80-c736ccf405e2,344472022550384,9327,641
4efb1625-accb-4966-99bf-3b5e5018d481,543009 4784852446,2283,376
0be9e07e-29fb-4bae-a4b4-0f6aaf616ea7,553 25340 38726 182,8358,294
138b20d9-7c9b-45a5-9f1a-4f7ab86ce265,371441953153340,8196,462
b1ad9ab5-b55a-471f-9d8f-9bd522f5bdc7,558937 6261450870,7329,590
fa85b87f-944d-4d5c-b45f-d9d181d80519,4827 837 11 9892,1501,758
e081514d-805e-4660-88ca-95b4bf776eb6,4532538945724316,7119,304
1830132f-2e43-4f28-a0d4-7f089485e7d5,545402 1248860336,4640,409
93068902-f21b-4fe1-90a1-a85113d3f65e,377900734232453,3559,335
01e490fa-28f6-4a70-a6f0-c8b9716d4931,4485 584 84 6124,3492,311
35835b17-5a44-4793-9189-1227d90b2fb1,373692263202825,4514,761
49acd48c-fc12-48b6-9d9c-327e37559c07,515 15328 69762 078,2463,745
559bbe2e-b286-42eb-af47-ae134488201f,557 62919 56246 456,4240,533
c25221a0-e53c-4ad0-8223-f38144d947ca,344030390226589,1239,552
0ead224e-5e34-487b-9a90-5196c09b14e4,4929444816900,2704,894
edd1e223-7096-4a26-8dfa-599e48a79d03,519 21913 34556 754,9817,995
a542a2e7-cb12-4408-b0fd-bbaa27e799fe,343833907005995,4066,583
9dd9cf24-26b0-411f-9ea1-976f4af66811,3439 438172 57691,8324,770
ae021ad8-8a98-4358-87bb-3b45d33b535b,348230379812567,6071,205
a4473993-156f-46a1-97e7-359cc8e23bb5,535867 2617411296,3386,529
0e77ea55-76ae-4f18-83dd-dc7451a05486,533647 575425 6426,8664,577
96bc2ede-3eb2-4e24-8c91-ab3a7fc9c902,3443 613103 74310,9350,623
fd993927-ed1e-4b68-95bb-5a94168920a5,4916270367538,7484,317
4b0bbca3-caff-4156-8c89-5d83c6e63b16,370205671287438,2475,777
86e34783-dbb1-4119-a30e-0e709d3a70bb,554240 949427 5792,6415,798
81f1049c-a27a-433c-81fc-61f31f0da052,5216 6664 5668 9162,7375,527
5d5bcd67-5b57-434e-af31-f9a30af44478,3426 883781 97247,5697,213
80e19847-76eb-4e7e-bd17-a9d2de815736,4771409637941,1715,135
2f3a5916-6439-49b5-8cf6-a002ea40454b,523898 6098522322,6232,194
fb32a0a2-e3bb-473a-a785-5c04cdde93fb,3785 835948 85641,4967,265
dd80991d-f862-4779-b8f1-3f451f6df02c,375003962940855,4855,253
68cbd1a3-8a36-4602-9842-9e074d34d05b,4556348869121,2224,597
f9334eb4-a51f-4224-b9c1-33b7a05be29b,4716 0006 8134 4542,9215,212
94d7da5d-e5a6-4b6c-8dfb-12c93196031d,522252 074472 5902,3204,614
8a156e48-5c71-478b-b5ce-4b336afb7e7e,551 25557 77654 834,8205,706
88a4705b-6d7a-4fba-a679-15012a0b0714,4532235860627919,3455,844
ff501966-0871-4797-b085-f3d58b05b07e,5596142014719396,4085,303
26cb0b00-f164-490d-a125-8d8c74e7bda0,4556 983 00 9819,5009,657
60077096-f61d-422f-af17-16f1b7983a05,519 26798 57782 708,7169,362
fa6b27b2-7107-462a-b927-dbbf29256fa7,4716998302161668,7319,300
62589148-eaf2-410f-8f6e-a8348f24d08a,4916173438501,6289,253
021b2e26-cb43-4fc8-b734-9f1fd345d2a0,370362416460554,3083,226
508bfbfa-06f3-4770-8673-d6bab2fbede3,4916641877355,7664,164
3de38d35-e533-46f0-92b2-749cff6d3b3a,4485186279955,8445,702
00614ee6-8842-48d3-8a30-0e7cb8ab57b1,373163716675090,7097,302
3e99966b-968e-4251-a490-9bbb446f3d84,5530 3493 3802 7849,5336,946
526fab8d-dee8-4666-824f-78cdfe6047eb,5331 5981 7860 0724,4264,814
eae0f6ed-2ccd-4b7c-8351-5c6bbec5ac65,425785 6726233312,4099,160
6593256d-b2ca-4a58-a3ec-7f559c6fcc5f,4485332706352914,5129,950
a3170acf-e1ea-4149-b10c-d1d4fc001cdd,3468 616431 75787,7738,546
411da556-f471-4ce4-8a9e-0cc7809777ca,375626510929226,4265,249
3b48f481-a62a-4108-8789-345685e2c67e,3712 162886 63845,5669,205
77e401d2-3840-4f95-9dbc-09883fd4febc,377259479341106,5929,780
f485bd06-1c06-4ebe-87e9-1b7730d45d86,4929 6528 3796 5191,1266,905
281f6d4a-557f-4b57-9bf4-a9809d44ec95,373313966294759,3237,716
0ccfae64-eebd-466a-9ac9-bf3eac63ba86,548 28109 54760 144,7019,702
df321a25-c7e7-41a5-aae4-46d0061c02c9,3431 754782 31000,8637,396
220ca737-cd99-4420-b46a-afaeebb8428d,4539217442428,4694,908
54d495f0-2026-4a69-85f6-75e4ef97965c,373424232358516,9404,773
4c5bed68-decc-485f-9a4b-d2bc679324bb,528955 8513933869,7246,417
4392f251-21e5-4e66-9f2f-cde724d93a7f,341903538856025,7314,245
8e34eb54-398f-41e4-a0e0-b8d55941fc19,4916 2348 9905 0231,7435,474
67cfecdd-1ed6-41d5-8dd8-4888d58dc518,346625856543407,4525,710
700f1122-89e1-4f6a-aa45-eeb229a53997,349255310705280,5169,876
7d923c7a-e76c-49ba-a679-a58432e35c3b,5215556030298559,5835,486
d82ceee5-6b17-4303-a35e-7bca603685b4,530 86019 19508 583,9860,539
d4993c84-6e70-44cb-b18a-c5b73b861cac,4024007146153712,6493,119
8de13f55-d60c-4ea3-b07d-26cef449ba8e,4716853499967,1164,420
d45c3e5a-9bab-40da-a222-3d65c1bc4705,556962 226583 7883,9614,782
2d23c36e-76b7-481e-9950-5d2bed84ff78,4716353632547,2934,940
7bb5ed90-bcf3-4565-bb87-a7e2d32680ec,5558802100296908,8517,129
142a7c26-47c5-4d44-96d9-93b6fbf8095a,5108553581247903,3361,883
26cd7f21-836e-4243-9acd-42e9f96b7c90,553773 786437 3202,9056,671
